drug,cell_line_id,n_cells,target_genes,gene_ranks,n_in_top5,n_in_top10,n_in_top50,n_in_top100,best_rank
Amsacrine,CVCL_1731,65,TOP2A,{'TOP2A': 922},0,0,0,0,922
Amsacrine,CVCL_1094,44,TOP2A,{'TOP2A': 1808},0,0,0,0,1808
Amsacrine,CVCL_1097,91,TOP2A,{'TOP2A': 1142},0,0,0,0,1142
Amsacrine,CVCL_1056,130,TOP2A,{'TOP2A': 1609},0,0,0,0,1609
Amsacrine,CVCL_C466,98,TOP2A,{'TOP2A': 1280},0,0,0,0,1280
Amsacrine,CVCL_0023,93,TOP2A,{'TOP2A': 2656},0,0,0,0,2656
Amsacrine,CVCL_1693,40,TOP2A,{'TOP2A': 6028},0,0,0,0,6028
Amsacrine,CVCL_1517,89,TOP2A,{'TOP2A': 4663},0,0,0,0,4663
Amsacrine,CVCL_1716,4,TOP2A,{'TOP2A': 2050},0,0,0,0,2050
Amsacrine,CVCL_0334,26,TOP2A,{'TOP2A': 359},0,0,0,0,359
Amsacrine,CVCL_1381,35,TOP2A,{'TOP2A': 3717},0,0,0,0,3717
Amsacrine,CVCL_1239,25,TOP2A,{'TOP2A': 938},0,0,0,0,938
Amsacrine,CVCL_0218,19,TOP2A,{'TOP2A': 5168},0,0,0,0,5168
Balsalazide (sodium hydrate),CVCL_0292,1246,"IL6,STAT3","{'IL6': 10607, 'STAT3': 24766}",0,0,0,0,10607
Balsalazide (sodium hydrate),CVCL_0371,3612,"IL6,STAT3","{'IL6': 15565, 'STAT3': 28375}",0,0,0,0,15565
Balsalazide (sodium hydrate),CVCL_0131,1046,"IL6,STAT3","{'IL6': 15120, 'STAT3': 26939}",0,0,0,0,15120
Balsalazide (sodium hydrate),CVCL_1055,2532,"IL6,STAT3","{'IL6': 13067, 'STAT3': 31229}",0,0,0,0,13067
Balsalazide (sodium hydrate),CVCL_1717,2778,"IL6,STAT3","{'IL6': 14295, 'STAT3': 19004}",0,0,0,0,14295
Balsalazide (sodium hydrate),CVCL_1547,3188,"IL6,STAT3","{'IL6': 12323, 'STAT3': 26378}",0,0,0,0,12323
Balsalazide (sodium hydrate),CVCL_1635,2236,"IL6,STAT3","{'IL6': 14287, 'STAT3': 26160}",0,0,0,0,14287
Balsalazide (sodium hydrate),CVCL_0428,346,"IL6,STAT3","{'IL6': 14545, 'STAT3': 30992}",0,0,0,0,14545
Balsalazide (sodium hydrate),CVCL_1550,3068,"IL6,STAT3","{'IL6': 16994, 'STAT3': 19123}",0,0,0,0,16994
Balsalazide (sodium hydrate),CVCL_0480,4344,"IL6,STAT3","{'IL6': 13082, 'STAT3': 28041}",0,0,0,0,13082
Balsalazide (sodium hydrate),CVCL_0459,662,"IL6,STAT3","{'IL6': 13507, 'STAT3': 31096}",0,0,0,0,13507
Balsalazide (sodium hydrate),CVCL_1495,1956,"IL6,STAT3","{'IL6': 13441, 'STAT3': 30418}",0,0,0,0,13441
Balsalazide (sodium hydrate),CVCL_0293,2312,"IL6,STAT3","{'IL6': 11554, 'STAT3': 25938}",0,0,0,0,11554
Balsalazide (sodium hydrate),CVCL_0366,1022,"IL6,STAT3","{'IL6': 16442, 'STAT3': 27697}",0,0,0,0,16442
Balsalazide (sodium hydrate),CVCL_1119,2314,"IL6,STAT3","{'IL6': 14999, 'STAT3': 25217}",0,0,0,0,14999
Balsalazide (sodium hydrate),CVCL_0359,24,"IL6,STAT3","{'IL6': 13884, 'STAT3': 8374}",0,0,0,0,8374
Balsalazide (sodium hydrate),CVCL_1577,148,"IL6,STAT3","{'IL6': 17011, 'STAT3': 31484}",0,0,0,0,17011
Balsalazide (sodium hydrate),CVCL_0069,398,"IL6,STAT3","{'IL6': 17246, 'STAT3': 29671}",0,0,0,0,17246
Balsalazide (sodium hydrate),CVCL_1724,212,"IL6,STAT3","{'IL6': 16641, 'STAT3': 13896}",0,0,0,0,13896
Balsalazide (sodium hydrate),CVCL_1239,140,"IL6,STAT3","{'IL6': 12300, 'STAT3': 28448}",0,0,0,0,12300
Balsalazide (sodium hydrate),CVCL_0152,168,"IL6,STAT3","{'IL6': 15264, 'STAT3': 12410}",0,0,0,0,12410
Balsalazide (sodium hydrate),CVCL_1285,590,"IL6,STAT3","{'IL6': 17179, 'STAT3': 30895}",0,0,0,0,17179
Balsalazide (sodium hydrate),CVCL_0397,674,"IL6,STAT3","{'IL6': 12464, 'STAT3': 27397}",0,0,0,0,12464
Balsalazide (sodium hydrate),CVCL_1478,28,"IL6,STAT3","{'IL6': 13926, 'STAT3': 7122}",0,0,0,0,7122
Balsalazide (sodium hydrate),CVCL_1715,220,"IL6,STAT3","{'IL6': 17251, 'STAT3': 27470}",0,0,0,0,17251
Balsalazide (sodium hydrate),CVCL_0399,508,"IL6,STAT3","{'IL6': 17848, 'STAT3': 27391}",0,0,0,0,17848
Balsalazide (sodium hydrate),CVCL_0099,184,"IL6,STAT3","{'IL6': 14930, 'STAT3': 13502}",0,0,0,0,13502
Balsalazide (sodium hydrate),CVCL_1531,44,"IL6,STAT3","{'IL6': 16427, 'STAT3': 10594}",0,0,0,0,10594
Balsalazide (sodium hydrate),CVCL_1381,148,"IL6,STAT3","{'IL6': 12412, 'STAT3': 12846}",0,0,0,0,12412
Balsalazide (sodium hydrate),CVCL_1056,504,"IL6,STAT3","{'IL6': 14651, 'STAT3': 25048}",0,0,0,0,14651
Balsalazide (sodium hydrate),CVCL_0332,252,"IL6,STAT3","{'IL6': 11533, 'STAT3': 31308}",0,0,0,0,11533
Balsalazide (sodium hydrate),CVCL_0504,152,"IL6,STAT3","{'IL6': 14605, 'STAT3': 12610}",0,0,0,0,12610
Balsalazide (sodium hydrate),CVCL_1716,22,"IL6,STAT3","{'IL6': 14048, 'STAT3': 9168}",0,0,0,0,9168
Balsalazide (sodium hydrate),CVCL_C466,348,"IL6,STAT3","{'IL6': 12108, 'STAT3': 26964}",0,0,0,0,12108
Balsalazide (sodium hydrate),CVCL_1517,380,"IL6,STAT3","{'IL6': 12074, 'STAT3': 29552}",0,0,0,0,12074
Balsalazide (sodium hydrate),CVCL_0023,488,"IL6,STAT3","{'IL6': 16668, 'STAT3': 27837}",0,0,0,0,16668
Balsalazide (sodium hydrate),CVCL_0179,220,"IL6,STAT3","{'IL6': 12333, 'STAT3': 27469}",0,0,0,0,12333
Balsalazide (sodium hydrate),CVCL_1098,162,"IL6,STAT3","{'IL6': 9001, 'STAT3': 26832}",0,0,0,0,9001
Balsalazide (sodium hydrate),CVCL_0546,138,"IL6,STAT3","{'IL6': 15331, 'STAT3': 11794}",0,0,0,0,11794
Balsalazide (sodium hydrate),CVCL_1094,230,"IL6,STAT3","{'IL6': 10871, 'STAT3': 27500}",0,0,0,0,10871
Balsalazide (sodium hydrate),CVCL_1097,350,"IL6,STAT3","{'IL6': 16004, 'STAT3': 27361}",0,0,0,0,16004
Balsalazide (sodium hydrate),CVCL_1731,222,"IL6,STAT3","{'IL6': 16603, 'STAT3': 31410}",0,0,0,0,16603
Balsalazide (sodium hydrate),CVCL_0334,166,"IL6,STAT3","{'IL6': 12371, 'STAT3': 27625}",0,0,0,0,12371
Balsalazide (sodium hydrate),CVCL_1693,144,"IL6,STAT3","{'IL6': 8459, 'STAT3': 12807}",0,0,0,0,8459
Balsalazide (sodium hydrate),CVCL_0218,72,"IL6,STAT3","{'IL6': 3922, 'STAT3': 12170}",0,0,0,0,3922
Balsalazide (sodium hydrate),CVCL_1125,2,"IL6,STAT3","{'IL6': 13573, 'STAT3': 6145}",0,0,0,0,6145
Berbamine,CVCL_1550,1549,CACNA1C,{'CACNA1C': 30746},0,0,0,0,30746
Berbamine,CVCL_1547,1804,CACNA1C,{'CACNA1C': 30618},0,0,0,0,30618
Berbamine,CVCL_0069,401,CACNA1C,{'CACNA1C': 28528},0,0,0,0,28528
Berbamine,CVCL_0480,2953,CACNA1C,{'CACNA1C': 27195},0,0,0,0,27195
Berbamine,CVCL_0293,1086,CACNA1C,{'CACNA1C': 28540},0,0,0,0,28540
Berbamine,CVCL_1717,1525,CACNA1C,{'CACNA1C': 31062},0,0,0,0,31062
Berbamine,CVCL_1635,1168,CACNA1C,{'CACNA1C': 30940},0,0,0,0,30940
Berbamine,CVCL_0131,439,CACNA1C,{'CACNA1C': 16650},0,0,0,0,16650
Berbamine,CVCL_0292,425,CACNA1C,{'CACNA1C': 17396},0,0,0,0,17396
Berbamine,CVCL_0371,1746,CACNA1C,{'CACNA1C': 28592},0,0,0,0,28592
Berbamine,CVCL_1495,1451,CACNA1C,{'CACNA1C': 28616},0,0,0,0,28616
Berbamine,CVCL_1119,1352,CACNA1C,{'CACNA1C': 31550},0,0,0,0,31550
Berbamine,CVCL_0366,1067,CACNA1C,{'CACNA1C': 27714},0,0,0,0,27714
Berbamine,CVCL_0397,410,CACNA1C,{'CACNA1C': 17732},0,0,0,0,17732
Berbamine,CVCL_1285,102,CACNA1C,{'CACNA1C': 16172},0,0,0,0,16172
Berbamine,CVCL_1055,1460,CACNA1C,{'CACNA1C': 30185},0,0,0,0,30185
Berbamine,CVCL_1478,36,CACNA1C,{'CACNA1C': 14865},0,0,0,0,14865
Berbamine,CVCL_0428,293,CACNA1C,{'CACNA1C': 15801},0,0,0,0,15801
Berbamine,CVCL_0359,75,CACNA1C,{'CACNA1C': 17051},0,0,0,0,17051
Berbamine,CVCL_0459,196,CACNA1C,{'CACNA1C': 13651},0,0,0,0,13651
Berbamine,CVCL_1715,109,CACNA1C,{'CACNA1C': 16545},0,0,0,0,16545
Berbamine,CVCL_1724,117,CACNA1C,{'CACNA1C': 17788},0,0,0,0,17788
Berbamine,CVCL_1577,101,CACNA1C,{'CACNA1C': 16853},0,0,0,0,16853
Berbamine,CVCL_1731,4,CACNA1C,{'CACNA1C': 3696},0,0,0,0,3696
Berbamine,CVCL_0099,39,CACNA1C,{'CACNA1C': 14652},0,0,0,0,14652
Berbamine,CVCL_1381,2,CACNA1C,{'CACNA1C': 4027},0,0,0,0,4027
Berbamine,CVCL_0399,34,CACNA1C,{'CACNA1C': 17277},0,0,0,0,17277
Berbamine,CVCL_0320,3,CACNA1C,{'CACNA1C': 4859},0,0,0,0,4859
Berbamine,CVCL_1239,4,CACNA1C,{'CACNA1C': 3678},0,0,0,0,3678
Berbamine,CVCL_1531,20,CACNA1C,{'CACNA1C': 17308},0,0,0,0,17308
Berbamine,CVCL_0152,24,CACNA1C,{'CACNA1C': 5735},0,0,0,0,5735
Berbamine,CVCL_0179,1,CACNA1C,{'CACNA1C': 4177},0,0,0,0,4177
Berbamine,CVCL_1056,1,CACNA1C,{'CACNA1C': 4172},0,0,0,0,4172
Berbamine,CVCL_1716,1,CACNA1C,{'CACNA1C': 4160},0,0,0,0,4160
Berbamine,CVCL_0546,1,CACNA1C,{'CACNA1C': 4196},0,0,0,0,4196
Berbamine,CVCL_0023,1,CACNA1C,{'CACNA1C': 4113},0,0,0,0,4113
Cepharanthine,CVCL_0371,5433,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 10039, 'CYP2E1': 15729, 'CYP3A4': 29872}",0,0,0,0,10039
Cepharanthine,CVCL_1119,4170,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12123, 'CYP2E1': 14951, 'CYP3A4': 18685}",0,0,0,0,12123
Cepharanthine,CVCL_1717,4827,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12278, 'CYP2E1': 20612, 'CYP3A4': 25811}",0,0,0,0,12278
Cepharanthine,CVCL_0293,4011,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12614, 'CYP2E1': 15474, 'CYP3A4': 30332}",0,0,0,0,12614
Cepharanthine,CVCL_0366,2394,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14212, 'CYP2E1': 19643, 'CYP3A4': 31441}",0,0,0,0,14212
Cepharanthine,CVCL_0397,1560,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 11574, 'CYP2E1': 18252, 'CYP3A4': 19190}",0,0,0,0,11574
Cepharanthine,CVCL_1547,5124,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13938, 'CYP2E1': 18979, 'CYP3A4': 30866}",0,0,0,0,13938
Cepharanthine,CVCL_0131,2076,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13738, 'CYP2E1': 18615, 'CYP3A4': 30776}",0,0,0,0,13738
Cepharanthine,CVCL_1635,3660,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12828, 'CYP2E1': 17002, 'CYP3A4': 29902}",0,0,0,0,12828
Cepharanthine,CVCL_0359,189,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 17037, 'CYP2E1': 12690, 'CYP3A4': 9682}",0,0,0,0,9682
Cepharanthine,CVCL_1495,3879,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 10913, 'CYP2E1': 18641, 'CYP3A4': 28074}",0,0,0,0,10913
Cepharanthine,CVCL_1550,5115,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14968, 'CYP2E1': 17759, 'CYP3A4': 25514}",0,0,0,0,14968
Cepharanthine,CVCL_1055,3729,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13160, 'CYP2E1': 18138, 'CYP3A4': 28559}",0,0,0,0,13160
Cepharanthine,CVCL_0480,7386,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12575, 'CYP2E1': 18796, 'CYP3A4': 28655}",0,0,0,0,12575
Cepharanthine,CVCL_0459,558,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 16321, 'CYP2E1': 15064, 'CYP3A4': 16564}",0,0,0,0,15064
Cepharanthine,CVCL_0428,810,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12188, 'CYP2E1': 13953, 'CYP3A4': 28738}",0,0,0,0,12188
Cepharanthine,CVCL_1731,27,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13006, 'CYP2E1': 15568, 'CYP3A4': 3326}",0,0,0,0,3326
Cepharanthine,CVCL_1724,276,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 17602, 'CYP2E1': 16987, 'CYP3A4': 12077}",0,0,0,0,12077
Cepharanthine,CVCL_0292,1974,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12953, 'CYP2E1': 15403, 'CYP3A4': 28096}",0,0,0,0,12953
Cepharanthine,CVCL_1715,393,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12545, 'CYP2E1': 19294, 'CYP3A4': 12810}",0,0,0,0,12545
Cepharanthine,CVCL_1478,159,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12567, 'CYP2E1': 14612, 'CYP3A4': 15848}",0,0,0,0,12567
Cepharanthine,CVCL_1239,12,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13854, 'CYP2E1': 15536, 'CYP3A4': 2105}",0,0,0,0,2105
Cepharanthine,CVCL_1285,414,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14454, 'CYP2E1': 15375, 'CYP3A4': 16832}",0,0,0,0,14454
Cepharanthine,CVCL_0069,1056,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12038, 'CYP2E1': 15013, 'CYP3A4': 27385}",0,0,0,0,12038
Cepharanthine,CVCL_0152,84,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14127, 'CYP2E1': 16962, 'CYP3A4': 6391}",0,0,0,0,6391
Cepharanthine,CVCL_0179,6,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13841, 'CYP2E1': 12651, 'CYP3A4': 1405}",0,0,0,0,1405
Cepharanthine,CVCL_0399,204,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 17453, 'CYP2E1': 16651, 'CYP3A4': 10955}",0,0,0,0,10955
Cepharanthine,CVCL_1577,270,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12802, 'CYP2E1': 11856, 'CYP3A4': 28147}",0,0,0,0,11856
Cepharanthine,CVCL_0504,12,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13841, 'CYP2E1': 15533, 'CYP3A4': 2131}",0,0,0,0,2131
Cepharanthine,CVCL_0099,69,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 11671, 'CYP2E1': 13030, 'CYP3A4': 7505}",0,0,0,0,7505
Cepharanthine,CVCL_0320,18,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12965, 'CYP2E1': 16146, 'CYP3A4': 4899}",0,0,0,0,4899
Cepharanthine,CVCL_0023,3,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13116, 'CYP2E1': 12881, 'CYP3A4': 597}",0,0,0,0,597
Cepharanthine,CVCL_1056,9,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13879, 'CYP2E1': 15541, 'CYP3A4': 3132}",0,0,0,0,3132
Cepharanthine,CVCL_1531,60,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 11957, 'CYP2E1': 13509, 'CYP3A4': 15510}",0,0,0,0,11957
Cepharanthine,CVCL_1381,9,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14138, 'CYP2E1': 12835, 'CYP3A4': 1669}",0,0,0,0,1669
Cepharanthine,CVCL_1097,6,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13902, 'CYP2E1': 12642, 'CYP3A4': 1431}",0,0,0,0,1431
Cepharanthine,CVCL_0332,3,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13118, 'CYP2E1': 12887, 'CYP3A4': 806}",0,0,0,0,806
Cepharanthine,CVCL_1125,9,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14089, 'CYP2E1': 12873, 'CYP3A4': 1858}",0,0,0,0,1858
Cepharanthine,CVCL_C466,3,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13178, 'CYP2E1': 12880, 'CYP3A4': 799}",0,0,0,0,799
Cepharanthine,CVCL_1716,3,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13144, 'CYP2E1': 12877, 'CYP3A4': 766}",0,0,0,0,766
Clonidine (hydrochloride),CVCL_0371,6255,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 30687, 'ADRA2B': inf, 'ADRA2C': 8244}",0,0,0,0,8244
Clonidine (hydrochloride),CVCL_1547,5499,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 30581, 'ADRA2B': inf, 'ADRA2C': 15607}",0,0,0,0,15607
Clonidine (hydrochloride),CVCL_0480,8838,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 31430, 'ADRA2B': inf, 'ADRA2C': 16452}",0,0,0,0,16452
Clonidine (hydrochloride),CVCL_1119,3861,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 30949, 'ADRA2B': inf, 'ADRA2C': 4826}",0,0,0,0,4826
Clonidine (hydrochloride),CVCL_0428,363,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 18040, 'ADRA2B': inf, 'ADRA2C': 27995}",0,0,0,0,18040
Clonidine (hydrochloride),CVCL_1717,5316,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 30348, 'ADRA2B': inf, 'ADRA2C': 13483}",0,0,0,0,13483
Clonidine (hydrochloride),CVCL_1635,4158,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 20900, 'ADRA2B': inf, 'ADRA2C': 6187}",0,0,0,0,6187
Clonidine (hydrochloride),CVCL_0366,1950,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 19174, 'ADRA2B': inf, 'ADRA2C': 10253}",0,0,0,0,10253
Clonidine (hydrochloride),CVCL_1577,264,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 28327, 'ADRA2B': inf, 'ADRA2C': 13863}",0,0,0,0,13863
Clonidine (hydrochloride),CVCL_0069,720,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 28458, 'ADRA2B': inf, 'ADRA2C': 12332}",0,0,0,0,12332
Clonidine (hydrochloride),CVCL_1285,183,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 6864, 'ADRA2B': inf, 'ADRA2C': 31398}",0,0,0,0,6864
Clonidine (hydrochloride),CVCL_0293,3789,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 15789, 'ADRA2B': inf, 'ADRA2C': 12965}",0,0,0,0,12965
Clonidine (hydrochloride),CVCL_1495,4119,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 28641, 'ADRA2B': inf, 'ADRA2C': 11049}",0,0,0,0,11049
Clonidine (hydrochloride),CVCL_1550,5202,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 27063, 'ADRA2B': inf, 'ADRA2C': 9982}",0,0,0,0,9982
Clonidine (hydrochloride),CVCL_0292,2085,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 29206, 'ADRA2B': inf, 'ADRA2C': 27268}",0,0,0,0,27268
Clonidine (hydrochloride),CVCL_1055,3708,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 28066, 'ADRA2B': inf, 'ADRA2C': 15998}",0,0,0,0,15998
Clonidine (hydrochloride),CVCL_0397,1299,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 29208, 'ADRA2B': inf, 'ADRA2C': 7933}",0,0,0,0,7933
Clonidine (hydrochloride),CVCL_0459,249,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 14003, 'ADRA2B': inf, 'ADRA2C': 27499}",0,0,0,0,14003
Clonidine (hydrochloride),CVCL_0131,963,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 14664, 'ADRA2B': inf, 'ADRA2C': 10628}",0,0,0,0,10628
Clonidine (hydrochloride),CVCL_0099,48,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 14628, 'ADRA2B': inf, 'ADRA2C': 26402}",0,0,0,0,14628
Clonidine (hydrochloride),CVCL_1531,60,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 14782, 'ADRA2B': inf, 'ADRA2C': 27607}",0,0,0,0,14782
Clonidine (hydrochloride),CVCL_0359,63,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 14936, 'ADRA2B': inf, 'ADRA2C': 27756}",0,0,0,0,14936
Clonidine (hydrochloride),CVCL_1724,231,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 15934, 'ADRA2B': inf, 'ADRA2C': 27566}",0,0,0,0,15934
Clonidine (hydrochloride),CVCL_1715,552,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 28448, 'ADRA2B': inf, 'ADRA2C': 13841}",0,0,0,0,13841
Clonidine (hydrochloride),CVCL_0399,102,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 14896, 'ADRA2B': inf, 'ADRA2C': 5851}",0,0,0,0,5851
Clonidine (hydrochloride),CVCL_1478,57,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 5412, 'ADRA2B': inf, 'ADRA2C': 26462}",0,0,0,0,5412
Clonidine (hydrochloride),CVCL_0320,6,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 4196, 'ADRA2B': inf, 'ADRA2C': 26448}",0,0,0,0,4196
Clonidine (hydrochloride),CVCL_1239,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 4093, 'ADRA2B': inf, 'ADRA2C': 5408}",0,0,0,0,4093
Clonidine (hydrochloride),CVCL_1716,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 4119, 'ADRA2B': inf, 'ADRA2C': 5506}",0,0,0,0,4119
Clonidine (hydrochloride),CVCL_0152,36,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 4645, 'ADRA2B': inf, 'ADRA2C': 26120}",0,0,0,0,4645
Clonidine (hydrochloride),CVCL_1381,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 4135, 'ADRA2B': inf, 'ADRA2C': 5517}",0,0,0,0,4135
Clonidine (hydrochloride),CVCL_0023,6,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 3972, 'ADRA2B': inf, 'ADRA2C': 26392}",0,0,0,0,3972
Clonidine (hydrochloride),CVCL_1731,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 3937, 'ADRA2B': inf, 'ADRA2C': 5498}",0,0,0,0,3937
Clonidine (hydrochloride),CVCL_0504,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 3747, 'ADRA2B': inf, 'ADRA2C': 5502}",0,0,0,0,3747
Clonidine (hydrochloride),CVCL_1097,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': 3855, 'ADRA2B': inf, 'ADRA2C': 5524}",0,0,0,0,3855
Clotrimazole,CVCL_0293,2616,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2855}",0,0,0,0,2855
Clotrimazole,CVCL_1495,2360,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 589}",0,0,0,0,589
Clotrimazole,CVCL_0131,1052,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 316}",0,0,0,0,316
Clotrimazole,CVCL_0480,4758,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 12586}",0,0,0,0,12586
Clotrimazole,CVCL_1717,2806,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1510}",0,0,0,0,1510
Clotrimazole,CVCL_1550,3400,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2119}",0,0,0,0,2119
Clotrimazole,CVCL_1055,1758,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 264}",0,0,0,0,264
Clotrimazole,CVCL_1119,2390,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2645}",0,0,0,0,2645
Clotrimazole,CVCL_0399,458,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1882}",0,0,0,0,1882
Clotrimazole,CVCL_0371,3316,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 845}",0,0,0,0,845
Clotrimazole,CVCL_1635,2352,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 842}",0,0,0,0,842
Clotrimazole,CVCL_0366,1374,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1411}",0,0,0,0,1411
Clotrimazole,CVCL_1715,336,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 5650}",0,0,0,0,5650
Clotrimazole,CVCL_1547,2940,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 696}",0,0,0,0,696
Clotrimazole,CVCL_0459,688,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1226}",0,0,0,0,1226
Clotrimazole,CVCL_0069,518,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 877}",0,0,0,0,877
Clotrimazole,CVCL_0292,1150,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2921}",0,0,0,0,2921
Clotrimazole,CVCL_0397,1052,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 6310}",0,0,0,0,6310
Clotrimazole,CVCL_0428,418,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1599}",0,0,0,0,1599
Clotrimazole,CVCL_0359,74,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2132}",0,0,0,0,2132
Clotrimazole,CVCL_1285,446,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 674}",0,0,0,0,674
