target_gene,batch,cell_n
MTA1,Flex_2_04,28
MTA1,Flex_2_05,38
MTA1,Flex_2_06,24
MTA1,Flex_2_07,19
MTA1,Flex_2_08,29
MTA1,Flex_2_09,19
MTA1,Flex_2_10,29
MTA1,Flex_2_11,36
MTA1,Flex_2_12,33
MTA1,Flex_2_13,25
MTA1,Flex_2_14,31
MTA1,Flex_2_15,30
MTA1,Flex_2_16,30
MTA1,Flex_3_01,38
MTA1,Flex_3_02,19
MTA1,Flex_3_03,43
MTA1,Flex_3_04,20
MTA1,Flex_3_05,39
MTA1,Flex_3_06,35
MTA1,Flex_3_07,29
MTA1,Flex_3_08,40
MTA1,Flex_3_09,29
MTA1,Flex_3_10,33
MTA1,Flex_3_11,30
MTA1,Flex_3_12,21
MTA1,Flex_3_13,36
MTA1,Flex_3_14,38
MTA1,Flex_3_15,29
MTA1,Flex_3_16,42
NCK2,Flex_1_01,53
NCK2,Flex_1_02,53
NCK2,Flex_1_03,50
NCK2,Flex_1_04,61
NCK2,Flex_1_05,64
NCK2,Flex_1_06,64
NCK2,Flex_1_07,66
NCK2,Flex_1_08,67
NCK2,Flex_1_09,52
NCK2,Flex_1_10,61
NCK2,Flex_1_11,59
NCK2,Flex_1_12,64
NCK2,Flex_1_13,72
NCK2,Flex_1_14,61
NCK2,Flex_1_15,54
NCK2,Flex_1_16,52
NCK2,Flex_2_01,58
NCK2,Flex_2_02,63
NCK2,Flex_2_03,64
NCK2,Flex_2_04,60
NCK2,Flex_2_05,64
NCK2,Flex_2_06,65
NCK2,Flex_2_07,55
NCK2,Flex_2_08,49
NCK2,Flex_2_09,59
NCK2,Flex_2_10,62
NCK2,Flex_2_11,59
NCK2,Flex_2_12,45
NCK2,Flex_2_13,72
NCK2,Flex_2_14,65
NCK2,Flex_2_15,62
NCK2,Flex_2_16,46
NCK2,Flex_3_01,65
NCK2,Flex_3_02,68
NCK2,Flex_3_03,48
NCK2,Flex_3_04,70
NCK2,Flex_3_05,67
NCK2,Flex_3_06,69
NCK2,Flex_3_07,61
NCK2,Flex_3_08,68
NCK2,Flex_3_09,72
NCK2,Flex_3_10,75
NCK2,Flex_3_11,45
NCK2,Flex_3_12,56
NCK2,Flex_3_13,68
NCK2,Flex_3_14,84
NCK2,Flex_3_15,61
NCK2,Flex_3_16,51
NDUFB4,Flex_1_01,29
NDUFB4,Flex_1_02,33
NDUFB4,Flex_1_03,32
NDUFB4,Flex_1_04,36
NDUFB4,Flex_1_05,23
NDUFB4,Flex_1_06,35
NDUFB4,Flex_1_07,16
NDUFB4,Flex_1_08,29
NDUFB4,Flex_1_09,20
NDUFB4,Flex_1_10,29
NDUFB4,Flex_1_11,35
NDUFB4,Flex_1_12,18
NDUFB4,Flex_1_13,19
NDUFB4,Flex_1_14,26
NDUFB4,Flex_1_15,41
NDUFB4,Flex_1_16,38
NDUFB4,Flex_2_01,32
NDUFB4,Flex_2_02,25
NDUFB4,Flex_2_03,29
NDUFB4,Flex_2_04,23
NDUFB4,Flex_2_05,38
NDUFB4,Flex_2_06,19
NDUFB4,Flex_2_07,19
NDUFB4,Flex_2_08,30
NDUFB4,Flex_2_09,43
NDUFB4,Flex_2_10,27
NDUFB4,Flex_2_11,26
NDUFB4,Flex_2_12,28
NDUFB4,Flex_2_13,27
NDUFB4,Flex_2_14,40
NDUFB4,Flex_2_15,29
NDUFB4,Flex_2_16,23
NDUFB4,Flex_3_01,32
NDUFB4,Flex_3_02,35
NDUFB4,Flex_3_03,34
NDUFB4,Flex_3_04,38
NDUFB4,Flex_3_05,28
NDUFB4,Flex_3_06,32
NDUFB4,Flex_3_07,31
NDUFB4,Flex_3_08,34
NDUFB4,Flex_3_09,32
NDUFB4,Flex_3_10,26
NDUFB4,Flex_3_11,28
NDUFB4,Flex_3_12,25
NDUFB4,Flex_3_13,24
NDUFB4,Flex_3_14,32
NDUFB4,Flex_3_15,29
NDUFB4,Flex_3_16,36
NDUFB6,Flex_1_01,7
NDUFB6,Flex_1_02,22
NDUFB6,Flex_1_03,14
NDUFB6,Flex_1_04,20
NDUFB6,Flex_1_05,23
NDUFB6,Flex_1_06,20
NDUFB6,Flex_1_07,14
NDUFB6,Flex_1_08,13
NDUFB6,Flex_1_09,12
NDUFB6,Flex_1_10,14
NDUFB6,Flex_1_11,15
NDUFB6,Flex_1_12,15
NDUFB6,Flex_1_13,22
NDUFB6,Flex_1_14,9
NDUFB6,Flex_1_15,17
NDUFB6,Flex_1_16,19
NDUFB6,Flex_2_01,20
NDUFB6,Flex_2_02,14
NDUFB6,Flex_2_03,24
NDUFB6,Flex_2_04,14
NDUFB6,Flex_2_05,12
NDUFB6,Flex_2_06,21
NDUFB6,Flex_2_07,20
NDUFB6,Flex_2_08,20
NDUFB6,Flex_2_09,17
NDUFB6,Flex_2_10,21
NDUFB6,Flex_2_11,24
NDUFB6,Flex_2_12,13
NDUFB6,Flex_2_13,22
NDUFB6,Flex_2_14,31
NDUFB6,Flex_2_15,19
NDUFB6,Flex_2_16,22
NDUFB6,Flex_3_01,20
NDUFB6,Flex_3_02,16
NDUFB6,Flex_3_03,23
NDUFB6,Flex_3_04,24
NDUFB6,Flex_3_05,18
NDUFB6,Flex_3_06,19
NDUFB6,Flex_3_07,18
NDUFB6,Flex_3_08,16
NDUFB6,Flex_3_09,15
NDUFB6,Flex_3_10,15
NDUFB6,Flex_3_11,18
NDUFB6,Flex_3_12,11
NDUFB6,Flex_3_13,22
NDUFB6,Flex_3_14,21
NDUFB6,Flex_3_15,22
NDUFB6,Flex_3_16,15
NISCH,Flex_1_01,41
NISCH,Flex_1_02,35
NISCH,Flex_1_03,30
NISCH,Flex_1_04,36
NISCH,Flex_1_05,42
NISCH,Flex_1_06,35
NISCH,Flex_1_07,45
NISCH,Flex_1_08,44
NISCH,Flex_1_09,35
NISCH,Flex_1_10,46
NISCH,Flex_1_11,37
NISCH,Flex_1_12,46
NISCH,Flex_1_13,41
NISCH,Flex_1_14,45
NISCH,Flex_1_15,47
NISCH,Flex_1_16,37
NISCH,Flex_2_01,44
NISCH,Flex_2_02,43
NISCH,Flex_2_03,39
NISCH,Flex_2_04,57
NISCH,Flex_2_05,36
NISCH,Flex_2_06,50
NISCH,Flex_2_07,48
NISCH,Flex_2_08,35
NISCH,Flex_2_09,33
NISCH,Flex_2_10,46
NISCH,Flex_2_11,48
NISCH,Flex_2_12,34
NISCH,Flex_2_13,50
NISCH,Flex_2_14,28
NISCH,Flex_2_15,44
NISCH,Flex_2_16,49
NISCH,Flex_3_01,30
NISCH,Flex_3_02,52
NISCH,Flex_3_03,42
NISCH,Flex_3_04,53
NISCH,Flex_3_05,42
NISCH,Flex_3_06,46
NISCH,Flex_3_07,51
NISCH,Flex_3_08,48
NISCH,Flex_3_09,59
NISCH,Flex_3_10,52
NISCH,Flex_3_11,54
NISCH,Flex_3_12,50
NISCH,Flex_3_13,44
NISCH,Flex_3_14,60
NISCH,Flex_3_15,47
NISCH,Flex_3_16,45
NIT1,Flex_1_01,19
NIT1,Flex_1_02,27
NIT1,Flex_1_03,27
NIT1,Flex_1_04,31
NIT1,Flex_1_05,34
NIT1,Flex_1_06,32
NIT1,Flex_1_07,28
NIT1,Flex_1_08,21
NIT1,Flex_1_09,24
NIT1,Flex_1_10,23
NIT1,Flex_1_11,32
NIT1,Flex_1_12,27
NIT1,Flex_1_13,25
NIT1,Flex_1_14,26
NIT1,Flex_1_15,27
NIT1,Flex_1_16,26
NIT1,Flex_2_01,27
NIT1,Flex_2_02,26
NIT1,Flex_2_03,35
NIT1,Flex_2_04,33
NIT1,Flex_2_05,26
NIT1,Flex_2_06,21
NIT1,Flex_2_07,26
NIT1,Flex_2_08,25
NIT1,Flex_2_09,23
NIT1,Flex_2_10,26
NIT1,Flex_2_11,24
NIT1,Flex_2_12,29
NIT1,Flex_2_13,25
NIT1,Flex_2_14,29
NIT1,Flex_2_15,21
NIT1,Flex_2_16,24
NIT1,Flex_3_01,27
NIT1,Flex_3_02,25
NIT1,Flex_3_03,26
NIT1,Flex_3_04,27
NIT1,Flex_3_05,25
NIT1,Flex_3_06,37
NIT1,Flex_3_07,22
NIT1,Flex_3_08,27
NIT1,Flex_3_09,27
NIT1,Flex_3_10,26
NIT1,Flex_3_11,23
NIT1,Flex_3_12,28
NIT1,Flex_3_13,32
NIT1,Flex_3_14,28
NIT1,Flex_3_15,25
NIT1,Flex_3_16,33
NRAS,Flex_1_01,19
NRAS,Flex_1_02,24
NRAS,Flex_1_03,20
NRAS,Flex_1_04,21
NRAS,Flex_1_05,21
NRAS,Flex_1_06,25
NRAS,Flex_1_07,25
NRAS,Flex_1_08,23
NRAS,Flex_1_09,20
NRAS,Flex_1_10,30
NRAS,Flex_1_11,21
NRAS,Flex_1_12,14
NRAS,Flex_1_13,22
NRAS,Flex_1_14,28
NRAS,Flex_1_15,26
NRAS,Flex_1_16,21
NRAS,Flex_2_01,27
NRAS,Flex_2_02,22
NRAS,Flex_2_03,17
NRAS,Flex_2_04,23
NRAS,Flex_2_05,34
NRAS,Flex_2_06,19
NRAS,Flex_2_07,20
NRAS,Flex_2_08,24
NRAS,Flex_2_09,24
NRAS,Flex_2_10,20
NRAS,Flex_2_11,35
NRAS,Flex_2_12,26
NRAS,Flex_2_13,26
NRAS,Flex_2_14,19
NRAS,Flex_2_15,32
NRAS,Flex_2_16,27
NRAS,Flex_3_01,24
NRAS,Flex_3_02,24
NRAS,Flex_3_03,29
NRAS,Flex_3_04,26
NRAS,Flex_3_05,33
NRAS,Flex_3_06,24
NRAS,Flex_3_07,21
NRAS,Flex_3_08,25
NRAS,Flex_3_09,30
NRAS,Flex_3_10,27
NRAS,Flex_3_11,22
NRAS,Flex_3_12,25
NRAS,Flex_3_13,25
NRAS,Flex_3_14,28
NRAS,Flex_3_15,28
NRAS,Flex_3_16,26
NREP,Flex_1_01,9
NREP,Flex_1_02,8
NREP,Flex_1_03,3
NREP,Flex_1_04,9
NREP,Flex_1_05,9
NREP,Flex_1_06,10
NREP,Flex_1_07,5
NREP,Flex_1_08,8
NREP,Flex_1_09,8
NREP,Flex_1_10,8
NREP,Flex_1_11,7
NREP,Flex_1_12,7
NREP,Flex_1_13,8
NREP,Flex_1_14,6
NREP,Flex_1_15,5
NREP,Flex_1_16,5
NREP,Flex_2_01,4
NREP,Flex_2_02,10
NREP,Flex_2_03,3
NREP,Flex_2_04,11
NREP,Flex_2_05,4
NREP,Flex_2_06,6
NREP,Flex_2_07,6
NREP,Flex_2_08,3
NREP,Flex_2_09,7
NREP,Flex_2_10,7
NREP,Flex_2_11,9
NREP,Flex_2_12,6
NREP,Flex_2_13,9
NREP,Flex_2_14,8
NREP,Flex_2_15,9
NREP,Flex_2_16,7
NREP,Flex_3_01,4
NREP,Flex_3_02,6
NREP,Flex_3_03,7
NREP,Flex_3_04,9
NREP,Flex_3_05,8
NREP,Flex_3_06,10
NREP,Flex_3_07,10
NREP,Flex_3_08,10
NREP,Flex_3_09,7
NREP,Flex_3_10,5
NREP,Flex_3_11,10
NREP,Flex_3_12,10
NREP,Flex_3_13,8
NREP,Flex_3_14,7
NREP,Flex_3_15,10
NREP,Flex_3_16,7
OXA1L,Flex_1_01,1
OXA1L,Flex_1_02,1
OXA1L,Flex_1_03,0
OXA1L,Flex_1_04,1
OXA1L,Flex_1_05,1
OXA1L,Flex_1_06,1
OXA1L,Flex_1_07,0
OXA1L,Flex_1_08,0
OXA1L,Flex_1_09,0
OXA1L,Flex_1_10,1
OXA1L,Flex_1_11,3
OXA1L,Flex_1_12,0
OXA1L,Flex_1_13,1
OXA1L,Flex_1_14,1
OXA1L,Flex_1_15,1
OXA1L,Flex_1_16,2
OXA1L,Flex_2_01,3
OXA1L,Flex_2_02,1
OXA1L,Flex_2_03,1
OXA1L,Flex_2_04,4
OXA1L,Flex_2_05,2
OXA1L,Flex_2_06,1
OXA1L,Flex_2_07,0
OXA1L,Flex_2_08,1
OXA1L,Flex_2_09,1
OXA1L,Flex_2_10,2
OXA1L,Flex_2_11,1
OXA1L,Flex_2_12,1
OXA1L,Flex_2_13,2
OXA1L,Flex_2_14,2
OXA1L,Flex_2_15,0
OXA1L,Flex_2_16,1
OXA1L,Flex_3_01,0
OXA1L,Flex_3_02,0
OXA1L,Flex_3_03,2
OXA1L,Flex_3_04,2
OXA1L,Flex_3_05,1
OXA1L,Flex_3_06,2
OXA1L,Flex_3_07,1
OXA1L,Flex_3_08,2
OXA1L,Flex_3_09,4
OXA1L,Flex_3_10,2
OXA1L,Flex_3_11,1
OXA1L,Flex_3_12,2
OXA1L,Flex_3_13,3
OXA1L,Flex_3_14,1
OXA1L,Flex_3_15,3
OXA1L,Flex_3_16,0
OXCT1,Flex_1_01,8
OXCT1,Flex_1_02,17
OXCT1,Flex_1_03,13
OXCT1,Flex_1_04,22
OXCT1,Flex_1_05,17
OXCT1,Flex_1_06,14
OXCT1,Flex_1_07,12
OXCT1,Flex_1_08,20
OXCT1,Flex_1_09,20
OXCT1,Flex_1_10,11
OXCT1,Flex_1_11,14
OXCT1,Flex_1_12,18
OXCT1,Flex_1_13,20
OXCT1,Flex_1_14,10
OXCT1,Flex_1_15,16
OXCT1,Flex_1_16,20
OXCT1,Flex_2_01,11
OXCT1,Flex_2_02,8
OXCT1,Flex_2_03,19
OXCT1,Flex_2_04,12
OXCT1,Flex_2_05,12
OXCT1,Flex_2_06,10
OXCT1,Flex_2_07,17
OXCT1,Flex_2_08,15
OXCT1,Flex_2_09,16
OXCT1,Flex_2_10,15
OXCT1,Flex_2_11,13
OXCT1,Flex_2_12,13
OXCT1,Flex_2_13,15
OXCT1,Flex_2_14,9
OXCT1,Flex_2_15,21
OXCT1,Flex_2_16,11
OXCT1,Flex_3_01,14
OXCT1,Flex_3_02,17
OXCT1,Flex_3_03,15
OXCT1,Flex_3_04,15
OXCT1,Flex_3_05,19
OXCT1,Flex_3_06,18
OXCT1,Flex_3_07,13
OXCT1,Flex_3_08,20
OXCT1,Flex_3_09,13
OXCT1,Flex_3_10,20
OXCT1,Flex_3_11,18
OXCT1,Flex_3_12,19
OXCT1,Flex_3_13,15
OXCT1,Flex_3_14,24
OXCT1,Flex_3_15,15
OXCT1,Flex_3_16,16
PAGR1,Flex_1_01,25
PAGR1,Flex_1_02,35
PAGR1,Flex_1_03,33
PAGR1,Flex_1_04,45
PAGR1,Flex_1_05,26
PAGR1,Flex_1_06,42
PAGR1,Flex_1_07,42
PAGR1,Flex_1_08,55
PAGR1,Flex_1_09,33
PAGR1,Flex_1_10,46
PAGR1,Flex_1_11,38
PAGR1,Flex_1_12,39
PAGR1,Flex_1_13,47
PAGR1,Flex_1_14,29
PAGR1,Flex_1_15,44
PAGR1,Flex_1_16,33
PAGR1,Flex_2_01,58
PAGR1,Flex_2_02,46
PAGR1,Flex_2_03,49
PAGR1,Flex_2_04,32
PAGR1,Flex_2_05,38
PAGR1,Flex_2_06,45
PAGR1,Flex_2_07,34
PAGR1,Flex_2_08,39
PAGR1,Flex_2_09,30
PAGR1,Flex_2_10,48
PAGR1,Flex_2_11,45
PAGR1,Flex_2_12,33
PAGR1,Flex_2_13,39
PAGR1,Flex_2_14,41
PAGR1,Flex_2_15,33
PAGR1,Flex_2_16,36
PAGR1,Flex_3_01,36
PAGR1,Flex_3_02,47
PAGR1,Flex_3_03,40
PAGR1,Flex_3_04,50
PAGR1,Flex_3_05,43
PAGR1,Flex_3_06,43
PAGR1,Flex_3_07,44
PAGR1,Flex_3_08,52
PAGR1,Flex_3_09,57
PAGR1,Flex_3_10,36
PAGR1,Flex_3_11,42
PAGR1,Flex_3_12,43
PAGR1,Flex_3_13,34
PAGR1,Flex_3_14,45
PAGR1,Flex_3_15,42
PAGR1,Flex_3_16,41
PBX1,Flex_1_01,56
PBX1,Flex_1_02,53
PBX1,Flex_1_03,51
PBX1,Flex_1_04,37
PBX1,Flex_1_05,61
PBX1,Flex_1_06,45
PBX1,Flex_1_07,43
PBX1,Flex_1_08,49
PBX1,Flex_1_09,47
PBX1,Flex_1_10,40
PBX1,Flex_1_11,35
PBX1,Flex_1_12,46
PBX1,Flex_1_13,46
PBX1,Flex_1_14,39
PBX1,Flex_1_15,52
PBX1,Flex_1_16,38
PBX1,Flex_2_01,35
PBX1,Flex_2_02,45
PBX1,Flex_2_03,46
PBX1,Flex_2_04,46
PBX1,Flex_2_05,49
PBX1,Flex_2_06,53
PBX1,Flex_2_07,50
PBX1,Flex_2_08,37
PBX1,Flex_2_09,43
PBX1,Flex_2_10,49
PBX1,Flex_2_11,53
PBX1,Flex_2_12,45
PBX1,Flex_2_13,37
PBX1,Flex_2_14,47
PBX1,Flex_2_15,53
PBX1,Flex_2_16,40
PBX1,Flex_3_01,55
PBX1,Flex_3_02,53
PBX1,Flex_3_03,46
PBX1,Flex_3_04,51
PBX1,Flex_3_05,50
PBX1,Flex_3_06,44
PBX1,Flex_3_07,54
PBX1,Flex_3_08,59
PBX1,Flex_3_09,55
PBX1,Flex_3_10,62
PBX1,Flex_3_11,50
PBX1,Flex_3_12,46
PBX1,Flex_3_13,55
PBX1,Flex_3_14,63
PBX1,Flex_3_15,62
PBX1,Flex_3_16,42
PHF10,Flex_1_01,12
PHF10,Flex_1_02,7
PHF10,Flex_1_03,7
PHF10,Flex_1_04,10
PHF10,Flex_1_05,11
PHF10,Flex_1_06,7
PHF10,Flex_1_07,7
PHF10,Flex_1_08,9
PHF10,Flex_1_09,4
PHF10,Flex_1_10,9
PHF10,Flex_1_11,12
PHF10,Flex_1_12,3
PHF10,Flex_1_13,10
PHF10,Flex_1_14,11
PHF10,Flex_1_15,6
PHF10,Flex_1_16,9
PHF10,Flex_2_01,10
PHF10,Flex_2_02,9
PHF10,Flex_2_03,13
PHF10,Flex_2_04,14
PHF10,Flex_2_05,10
PHF10,Flex_2_06,7
PHF10,Flex_2_07,13
PHF10,Flex_2_08,12
PHF10,Flex_2_09,7
PHF10,Flex_2_10,12
PHF10,Flex_2_11,9
PHF10,Flex_2_12,8
PHF10,Flex_2_13,7
PHF10,Flex_2_14,15
PHF10,Flex_2_15,11
PHF10,Flex_2_16,7
PHF10,Flex_3_01,10
PHF10,Flex_3_02,10
PHF10,Flex_3_03,6
PHF10,Flex_3_04,12
PHF10,Flex_3_05,6
PHF10,Flex_3_06,8
PHF10,Flex_3_07,14
PHF10,Flex_3_08,9
PHF10,Flex_3_09,8
PHF10,Flex_3_10,11
PHF10,Flex_3_11,10
PHF10,Flex_3_12,9
PHF10,Flex_3_13,8
PHF10,Flex_3_14,8
PHF10,Flex_3_15,11
PHF10,Flex_3_16,12
PHF14,Flex_1_01,20
PHF14,Flex_1_02,19
PHF14,Flex_1_03,16
PHF14,Flex_1_04,22
PHF14,Flex_1_05,20
PHF14,Flex_1_06,19
PHF14,Flex_1_07,20
PHF14,Flex_1_08,16
PHF14,Flex_1_09,16
PHF14,Flex_1_10,11
PHF14,Flex_1_11,23
PHF14,Flex_1_12,15
PHF14,Flex_1_13,15
PHF14,Flex_1_14,19
PHF14,Flex_1_15,15
PHF14,Flex_1_16,14
PHF14,Flex_2_01,19
PHF14,Flex_2_02,15
PHF14,Flex_2_03,14
PHF14,Flex_2_04,14
PHF14,Flex_2_05,12
PHF14,Flex_2_06,24
PHF14,Flex_2_07,21
PHF14,Flex_2_08,29
PHF14,Flex_2_09,10
PHF14,Flex_2_10,24
PHF14,Flex_2_11,20
PHF14,Flex_2_12,18
PHF14,Flex_2_13,12
PHF14,Flex_2_14,18
PHF14,Flex_2_15,18
PHF14,Flex_2_16,21
PHF14,Flex_3_01,19
PHF14,Flex_3_02,22
PHF14,Flex_3_03,25
PHF14,Flex_3_04,25
PHF14,Flex_3_05,17
PHF14,Flex_3_06,24
PHF14,Flex_3_07,24
PHF14,Flex_3_08,21
PHF14,Flex_3_09,25
PHF14,Flex_3_10,15
PHF14,Flex_3_11,25
PHF14,Flex_3_12,20
PHF14,Flex_3_13,21
PHF14,Flex_3_14,18
PHF14,Flex_3_15,14
PHF14,Flex_3_16,15
PLCB3,Flex_1_01,16
PLCB3,Flex_1_02,17
PLCB3,Flex_1_03,18
PLCB3,Flex_1_04,19
PLCB3,Flex_1_05,27
PLCB3,Flex_1_06,18
PLCB3,Flex_1_07,25
PLCB3,Flex_1_08,23
PLCB3,Flex_1_09,17
PLCB3,Flex_1_10,16
PLCB3,Flex_1_11,25
PLCB3,Flex_1_12,18
PLCB3,Flex_1_13,14
PLCB3,Flex_1_14,24
PLCB3,Flex_1_15,26
PLCB3,Flex_1_16,15
PLCB3,Flex_2_01,15
PLCB3,Flex_2_02,29
PLCB3,Flex_2_03,31
PLCB3,Flex_2_04,24
PLCB3,Flex_2_05,29
PLCB3,Flex_2_06,26
PLCB3,Flex_2_07,22
PLCB3,Flex_2_08,23
PLCB3,Flex_2_09,22
PLCB3,Flex_2_10,28
PLCB3,Flex_2_11,26
PLCB3,Flex_2_12,22
PLCB3,Flex_2_13,24
PLCB3,Flex_2_14,23
PLCB3,Flex_2_15,25
PLCB3,Flex_2_16,22
PLCB3,Flex_3_01,21
PLCB3,Flex_3_02,17
PLCB3,Flex_3_03,21
PLCB3,Flex_3_04,18
PLCB3,Flex_3_05,29
PLCB3,Flex_3_06,27
PLCB3,Flex_3_07,32
PLCB3,Flex_3_08,22
PLCB3,Flex_3_09,26
PLCB3,Flex_3_10,23
PLCB3,Flex_3_11,26
PLCB3,Flex_3_12,31
PLCB3,Flex_3_13,29
PLCB3,Flex_3_14,20
PLCB3,Flex_3_15,23
PLCB3,Flex_3_16,36
PMEL,Flex_1_01,10
PMEL,Flex_1_02,6
PMEL,Flex_1_03,8
PMEL,Flex_1_04,6
PMEL,Flex_1_05,4
PMEL,Flex_1_06,4
PMEL,Flex_1_07,6
PMEL,Flex_1_08,8
PMEL,Flex_1_09,6
PMEL,Flex_1_10,12
PMEL,Flex_1_11,6
PMEL,Flex_1_12,11
PMEL,Flex_1_13,4
PMEL,Flex_1_14,8
PMEL,Flex_1_15,11
PMEL,Flex_1_16,7
PMEL,Flex_2_01,5
PMEL,Flex_2_02,5
PMEL,Flex_2_03,7
PMEL,Flex_2_04,5
PMEL,Flex_2_05,9
PMEL,Flex_2_06,8
PMEL,Flex_2_07,4
PMEL,Flex_2_08,10
PMEL,Flex_2_09,6
PMEL,Flex_2_10,6
PMEL,Flex_2_11,6
PMEL,Flex_2_12,11
PMEL,Flex_2_13,6
PMEL,Flex_2_14,10
PMEL,Flex_2_15,4
PMEL,Flex_2_16,6
PMEL,Flex_3_01,8
PMEL,Flex_3_02,9
PMEL,Flex_3_03,11
PMEL,Flex_3_04,9
PMEL,Flex_3_05,8
PMEL,Flex_3_06,6
PMEL,Flex_3_07,11
PMEL,Flex_3_08,8
PMEL,Flex_3_09,8
PMEL,Flex_3_10,8
PMEL,Flex_3_11,12
PMEL,Flex_3_12,5
PMEL,Flex_3_13,5
PMEL,Flex_3_14,7
PMEL,Flex_3_15,13
PMEL,Flex_3_16,3
PMS1,Flex_1_01,22
PMS1,Flex_1_02,18
PMS1,Flex_1_03,19
PMS1,Flex_1_04,24
PMS1,Flex_1_05,19
PMS1,Flex_1_06,22
PMS1,Flex_1_07,22
PMS1,Flex_1_08,19
PMS1,Flex_1_09,28
PMS1,Flex_1_10,14
PMS1,Flex_1_11,24
PMS1,Flex_1_12,25
PMS1,Flex_1_13,24
PMS1,Flex_1_14,11
PMS1,Flex_1_15,23
PMS1,Flex_1_16,18
PMS1,Flex_2_01,25
PMS1,Flex_2_02,23
PMS1,Flex_2_03,28
PMS1,Flex_2_04,24
PMS1,Flex_2_05,14
PMS1,Flex_2_06,28
PMS1,Flex_2_07,18
PMS1,Flex_2_08,15
PMS1,Flex_2_09,21
PMS1,Flex_2_10,25
PMS1,Flex_2_11,25
PMS1,Flex_2_12,22
PMS1,Flex_2_13,21
PMS1,Flex_2_14,20
PMS1,Flex_2_15,33
PMS1,Flex_2_16,20
PMS1,Flex_3_01,27
PMS1,Flex_3_02,27
PMS1,Flex_3_03,29
PMS1,Flex_3_04,17
PMS1,Flex_3_05,31
PMS1,Flex_3_06,24
PMS1,Flex_3_07,21
PMS1,Flex_3_08,27
PMS1,Flex_3_09,19
PMS1,Flex_3_10,35
PMS1,Flex_3_11,22
PMS1,Flex_3_12,31
PMS1,Flex_3_13,29
PMS1,Flex_3_14,20
PMS1,Flex_3_15,25
PMS1,Flex_3_16,22
POLB,Flex_1_01,41
POLB,Flex_1_02,38
POLB,Flex_1_03,35
POLB,Flex_1_04,36
POLB,Flex_1_05,51
POLB,Flex_1_06,44
POLB,Flex_1_07,45
POLB,Flex_1_08,45
POLB,Flex_1_09,37
POLB,Flex_1_10,39
POLB,Flex_1_11,39
POLB,Flex_1_12,44
POLB,Flex_1_13,39
POLB,Flex_1_14,40
POLB,Flex_1_15,26
POLB,Flex_1_16,37
POLB,Flex_2_01,26
POLB,Flex_2_02,35
POLB,Flex_2_03,38
POLB,Flex_2_04,34
POLB,Flex_2_05,42
POLB,Flex_2_06,49
POLB,Flex_2_07,42
POLB,Flex_2_08,35
POLB,Flex_2_09,40
POLB,Flex_2_10,37
POLB,Flex_2_11,31
POLB,Flex_2_12,38
POLB,Flex_2_13,40
POLB,Flex_2_14,35
POLB,Flex_2_15,46
POLB,Flex_2_16,38
POLB,Flex_3_01,41
POLB,Flex_3_02,33
POLB,Flex_3_03,51
POLB,Flex_3_04,41
POLB,Flex_3_05,37
POLB,Flex_3_06,41
POLB,Flex_3_07,38
POLB,Flex_3_08,39
POLB,Flex_3_09,52
POLB,Flex_3_10,36
POLB,Flex_3_11,49
POLB,Flex_3_12,41
POLB,Flex_3_13,31
POLB,Flex_3_14,50
POLB,Flex_3_15,47
POLB,Flex_3_16,36
PRCP,Flex_1_01,80
PRCP,Flex_1_02,84
PRCP,Flex_1_03,88
PRCP,Flex_1_04,74
PRCP,Flex_1_05,83
PRCP,Flex_1_06,104
PRCP,Flex_1_07,88
PRCP,Flex_1_08,92
PRCP,Flex_1_09,90
PRCP,Flex_1_10,107
PRCP,Flex_1_11,91
PRCP,Flex_1_12,79
PRCP,Flex_1_13,90
PRCP,Flex_1_14,75
PRCP,Flex_1_15,70
PRCP,Flex_1_16,92
PRCP,Flex_2_01,84
PRCP,Flex_2_02,98
PRCP,Flex_2_03,99
PRCP,Flex_2_04,81
PRCP,Flex_2_05,84
PRCP,Flex_2_06,78
PRCP,Flex_2_07,92
PRCP,Flex_2_08,83
PRCP,Flex_2_09,82
PRCP,Flex_2_10,77
PRCP,Flex_2_11,95
PRCP,Flex_2_12,82
PRCP,Flex_2_13,97
PRCP,Flex_2_14,94
PRCP,Flex_2_15,86
PRCP,Flex_2_16,86
PRCP,Flex_3_01,94
PRCP,Flex_3_02,86
PRCP,Flex_3_03,97
PRCP,Flex_3_04,105
PRCP,Flex_3_05,87
PRCP,Flex_3_06,110
PRCP,Flex_3_07,100
PRCP,Flex_3_08,99
PRCP,Flex_3_09,105
PRCP,Flex_3_10,119
PRCP,Flex_3_11,85
PRCP,Flex_3_12,102
PRCP,Flex_3_13,95
PRCP,Flex_3_14,77
PRCP,Flex_3_15,93
PRCP,Flex_3_16,92
PRDM14,Flex_1_01,6
PRDM14,Flex_1_02,9
PRDM14,Flex_1_03,9
PRDM14,Flex_1_04,7
PRDM14,Flex_1_05,8
PRDM14,Flex_1_06,5
PRDM14,Flex_1_07,8
PRDM14,Flex_1_08,2
PRDM14,Flex_1_09,11
PRDM14,Flex_1_10,6
PRDM14,Flex_1_11,4
PRDM14,Flex_1_12,4
PRDM14,Flex_1_13,9
PRDM14,Flex_1_14,4
PRDM14,Flex_1_15,6
PRDM14,Flex_1_16,8
PRDM14,Flex_2_01,3
PRDM14,Flex_2_02,6
PRDM14,Flex_2_03,5
