gene,ctrl_mean,pert_mean,delta,abs_delta
ERVMER34-1,6.345898,5.997116,-0.34878206,0.34878206
PRDX4,25.405647,25.0571,-0.34854698,0.34854698
SF3B4,13.950256,13.602473,-0.3477831,0.3477831
KDELR1,11.588197,11.240512,-0.34768486,0.34768486
DNMT1,14.845269,14.499276,-0.34599304,0.34599304
NUCKS1,25.687632,25.341791,-0.34584045,0.34584045
TUBB2A,58.05844,57.712624,-0.34581757,0.34581757
APOE,64.35386,64.69966,0.3458023,0.3458023
SLC39A14,11.764983,11.419188,-0.34579563,0.34579563
HIST1H1C,51.98266,51.637062,-0.3455963,0.3455963
RNF138,14.523837,14.1786375,-0.34519958,0.34519958
CCNC,25.61955,25.275007,-0.34454346,0.34454346
TEX10,12.031093,11.687106,-0.3439865,0.3439865
AGPS,18.333168,17.989399,-0.34376907,0.34376907
SLC7A1,17.482817,17.139101,-0.34371567,0.34371567
CHD7,10.810064,11.152903,0.3428383,0.3428383
EBPL,12.53049,12.187999,-0.34249115,0.34249115
CNPY2,19.164948,18.823334,-0.34161377,0.34161377
S100A10,26.012495,26.353577,0.34108162,0.34108162
PFKP,10.807785,10.467014,-0.34077072,0.34077072
SLC38A2,27.002882,26.663391,-0.3394909,0.3394909
ATP5F1B,39.897083,39.557735,-0.33934784,0.33934784
SPRY4,8.885111,8.546475,-0.33863544,0.33863544
EIF3M,16.97784,16.63936,-0.33848,0.33848
CDH2,5.0922832,5.4305587,0.33827543,0.33827543
FASTKD2,11.863003,11.524744,-0.33825874,0.33825874
DNAJC7,20.961258,20.623817,-0.3374405,0.3374405
SEH1L,15.539554,15.202784,-0.33677006,0.33677006
AAMP,22.650723,22.314161,-0.3365612,0.3365612
KPNA4,15.378877,15.042475,-0.33640194,0.33640194
ZC3H4,12.91513,12.579042,-0.33608723,0.33608723
TMEM183A,18.40418,18.068308,-0.33587265,0.33587265
GOLM1,13.805663,13.469833,-0.33582973,0.33582973
NDUFB9,24.770092,24.434425,-0.33566666,0.33566666
ATP8B2,11.616618,11.281184,-0.33543396,0.33543396
PIK3C2A,12.787956,12.452563,-0.33539295,0.33539295
STRAP,17.153656,16.818779,-0.334877,0.334877
C11orf58,24.804747,24.470264,-0.3344822,0.3344822
GADD45GIP1,18.304825,17.971025,-0.33379936,0.33379936
GPATCH4,10.583875,10.250616,-0.33325863,0.33325863
NUP54,16.560902,16.228306,-0.33259583,0.33259583
CLN6,10.520091,10.188714,-0.33137703,0.33137703
CECR2,12.874319,12.543329,-0.33098984,0.33098984
SOCS1,6.931842,6.6010966,-0.33074522,0.33074522
COPS3,13.590737,13.260222,-0.3305149,0.3305149
XPO1,15.243058,14.912729,-0.33032894,0.33032894
DSG2,28.43048,28.100674,-0.32980537,0.32980537
DIDO1,10.874319,10.544723,-0.32959652,0.32959652
TRMT1,12.272239,11.943101,-0.3291378,0.3291378
ADH5,17.338957,17.010132,-0.328825,0.328825
TMEM126B,13.248481,12.919966,-0.32851505,0.32851505
PAFAH1B2,23.534681,23.206966,-0.32771492,0.32771492
LMNB2,17.953243,17.625553,-0.32769012,0.32769012
SLC39A1,8.907822,8.580987,-0.32683468,0.32683468
RPF2,14.302913,13.976192,-0.32672024,0.32672024
NUP62,12.599774,12.2731285,-0.32664585,0.32664585
SMARCA4,14.996962,14.670863,-0.32609844,0.32609844
PLPPR3,11.970296,11.645483,-0.3248129,0.3248129
TCEAL8,16.53937,16.214624,-0.32474518,0.32474518
EIF4EBP1,18.299114,17.97444,-0.3246746,0.3246746
SUV39H2,11.615963,11.291337,-0.32462597,0.32462597
IMPACT,12.232083,11.907754,-0.32432938,0.32432938
EEF1B2,27.365492,27.041437,-0.32405472,0.32405472
UHRF1,11.926498,11.602675,-0.32382298,0.32382298
AFG3L2,11.179196,10.855776,-0.32342052,0.32342052
CXCL12,9.037432,8.714676,-0.3227558,0.3227558
EIF4G1,20.698555,20.376019,-0.32253647,0.32253647
TRIM27,12.176996,11.855279,-0.32171726,0.32171726
YTHDF2,24.372643,24.05128,-0.32136345,0.32136345
ZFP36L2,5.620809,5.2996006,-0.32120848,0.32120848
YWHAB,15.015952,14.694943,-0.32100868,0.32100868
HAT1,11.513752,11.192882,-0.3208704,0.3208704
ACSL3,14.342938,14.022327,-0.320611,0.320611
RABL6,14.235855,13.915411,-0.3204441,0.3204441
HOMER1,12.280229,11.960109,-0.32011986,0.32011986
CDT1,11.86984,11.550839,-0.31900024,0.31900024
CNN3,39.8712,39.552307,-0.31889343,0.31889343
UQCRQ,11.034393,10.715664,-0.3187294,0.3187294
ETV4,14.301524,13.983194,-0.3183298,0.3183298
PLAAT3,5.594562,5.912658,0.31809616,0.31809616
CENPH,17.730066,17.41225,-0.31781578,0.31781578
CCT8,19.684698,19.366959,-0.3177395,0.3177395
APP,43.10423,42.786884,-0.31734467,0.31734467
MIDN,15.479411,15.162498,-0.31691265,0.31691265
SF3B5,16.866068,16.549168,-0.31690025,0.31690025
GINS2,8.40384,8.0870905,-0.31674957,0.31674957
KNOP1,13.94714,13.631785,-0.31535435,0.31535435
EML4,21.352211,21.036877,-0.31533432,0.31533432
PSMB5,17.955442,17.640463,-0.31497955,0.31497955
GNL2,13.498323,13.183466,-0.31485748,0.31485748
MCRS1,17.912092,17.597345,-0.31474686,0.31474686
ELOF1,10.511735,10.197272,-0.31446266,0.31446266
SNRNP40,20.59802,20.284052,-0.31396866,0.31396866
SNRPE,25.103888,24.790522,-0.31336594,0.31336594
LSM4,40.56124,40.24897,-0.31227112,0.31227112
MFAP2,30.761526,30.449488,-0.31203842,0.31203842
FEN1,17.363737,17.052174,-0.3115635,0.3115635
NLGN4X,9.830679,9.519184,-0.31149483,0.31149483
SLC25A39,28.6036,28.293625,-0.30997467,0.30997467
IMP4,9.654338,9.346374,-0.30796432,0.30796432
MYCBP,9.356061,9.048221,-0.30784035,0.30784035
HAUS6,15.012966,14.705561,-0.30740547,0.30740547
SELENOW,54.270744,53.96374,-0.30700302,0.30700302
HAPLN3,5.4257913,5.1194067,-0.30638456,0.30638456
F11R,15.243425,14.937525,-0.30590057,0.30590057
TRAPPC5,13.795395,13.490019,-0.30537605,0.30537605
LRPPRC,33.511448,33.206306,-0.30514145,0.30514145
STAG2,11.816849,11.511986,-0.30486298,0.30486298
NUP93,18.667042,18.362474,-0.30456734,0.30456734
YTHDF3,13.289239,12.984888,-0.30435085,0.30435085
TMEM14C,20.26176,19.957464,-0.3042965,0.3042965
RNF167,14.979359,14.675167,-0.3041916,0.3041916
TM9SF2,20.154442,19.850588,-0.303854,0.303854
DNAJA1,23.505291,23.20181,-0.30348015,0.30348015
DNAJC11,15.279076,14.975614,-0.30346203,0.30346203
KDM2B,8.082041,7.7788167,-0.3032241,0.3032241
TRMT10C,8.856769,8.55399,-0.30277824,0.30277824
H2AFX,13.410284,13.108112,-0.3021717,0.3021717
TBC1D16,10.85263,10.551511,-0.30111885,0.30111885
FAM98A,6.435221,6.1345897,-0.30063152,0.30063152
TTC9,10.558728,10.25901,-0.2997179,0.2997179
BSG,32.54131,32.241604,-0.2997055,0.2997055
EIF2AK4,11.955941,11.656488,-0.29945278,0.29945278
DDIT4,2.5168693,2.8160539,0.29918456,0.29918456
DDX18,18.11227,17.813126,-0.29914474,0.29914474
PPP2CA,15.857738,15.558743,-0.29899502,0.29899502
GGCT,12.39703,12.098058,-0.29897213,0.29897213
FKBP11,6.3391137,6.0401807,-0.29893303,0.29893303
TRIM28,12.335237,12.036604,-0.29863262,0.29863262
GTPBP4,11.7850485,11.486988,-0.29806042,0.29806042
R3HDM4,11.86075,11.562839,-0.29791164,0.29791164
PLCB3,14.368818,14.070919,-0.29789925,0.29789925
LAMTOR4,22.234415,21.936722,-0.29769325,0.29769325
MDM2,10.385111,10.682196,0.2970848,0.2970848
LARS,30.72082,30.425179,-0.29564095,0.29564095
RABGAP1L,11.130736,10.835377,-0.2953596,0.2953596
HMMR,13.458717,13.163389,-0.29532814,0.29532814
CCDC47,18.189909,17.894772,-0.2951374,0.2951374
FAM32A,17.213013,16.91824,-0.2947731,0.2947731
KPNB1,10.533136,10.238939,-0.29419708,0.29419708
ECHS1,20.083508,19.789669,-0.2938385,0.2938385
ELOVL6,10.003013,9.710662,-0.29235077,0.29235077
ROR1,17.767786,17.475523,-0.29226303,0.29226303
RND2,13.889172,13.597574,-0.29159737,0.29159737
SRP72,24.888542,24.597355,-0.2911873,0.2911873
APLP2,26.600874,26.310055,-0.29081917,0.29081917
ID1,9.524833,9.235274,-0.2895584,0.2895584
ZC3HAV1,6.8000054,6.5112753,-0.28873014,0.28873014
PHF14,15.460341,15.172078,-0.28826332,0.28826332
EIF5B,15.258329,14.970694,-0.2876358,0.2876358
OSTC,14.35504,14.068155,-0.2868843,0.2868843
BRIX1,16.33762,16.050793,-0.2868271,0.2868271
PLPP3,9.652844,9.366035,-0.28680897,0.28680897
HSPH1,13.360043,13.073589,-0.28645325,0.28645325
RPP30,18.246542,17.960289,-0.28625298,0.28625298
AGFG1,16.979385,16.69325,-0.28613472,0.28613472
JUND,7.3696823,7.655778,0.28609562,0.28609562
ACACA,11.348072,11.0629225,-0.28514957,0.28514957
ABCC1,12.224146,11.939267,-0.28487873,0.28487873
GGA2,12.906014,12.621288,-0.28472614,0.28472614
ZBTB3,11.226268,10.941965,-0.2843027,0.2843027
IGFBP4,7.2858863,7.0023046,-0.28358173,0.28358173
DYNLL2,16.973648,16.69024,-0.2834072,0.2834072
BCR,15.283372,15.00006,-0.28331184,0.28331184
SOX4,20.590973,20.307848,-0.28312492,0.28312492
OLFM2,15.40164,15.118762,-0.28287792,0.28287792
WDR12,12.337961,12.055768,-0.28219318,0.28219318
PSIP1,20.962175,20.680296,-0.28187943,0.28187943
MALSU1,12.642053,12.360268,-0.281785,0.281785
CERS2,21.520668,21.239103,-0.2815647,0.2815647
SAFB,13.046391,12.76501,-0.28138065,0.28138065
GNG4,8.56931,8.288164,-0.28114605,0.28114605
ADSS,21.770851,21.489735,-0.2811165,0.2811165
KHDRBS1,17.601084,17.320246,-0.280838,0.280838
NODAL,0.8451907,1.1256437,0.28045303,0.28045303
ACP1,13.037406,12.757129,-0.28027725,0.28027725
EEF2,149.19727,149.47716,0.27989197,0.27989197
CCND2,10.830076,10.550403,-0.27967358,0.27967358
PRPS1,10.727918,10.448337,-0.27958107,0.27958107
EPHA1,22.669243,22.389679,-0.2795639,0.2795639
SF3A1,10.29804,10.018613,-0.27942753,0.27942753
TLK1,19.0998,18.820526,-0.279274,0.279274
PTPRS,22.379637,22.101175,-0.27846146,0.27846146
SERINC5,8.673984,8.39614,-0.27784348,0.27784348
RDH11,15.049744,14.772541,-0.2772026,0.2772026
RBM27,9.782481,9.505836,-0.27664566,0.27664566
ASF1A,9.131732,8.855115,-0.27661705,0.27661705
OGFOD1,10.305008,10.028635,-0.2763729,0.2763729
TMEM97,12.807209,12.5311775,-0.2760315,0.2760315
INTS13,12.089768,11.814038,-0.27573013,0.27573013
GALNT1,15.636499,15.360946,-0.2755537,0.2755537
POLD1,11.825597,11.550844,-0.27475262,0.27475262
SEL1L3,6.8547516,6.580381,-0.27437067,0.27437067
MKNK2,13.770982,13.496704,-0.2742777,0.2742777
EMC4,20.326042,20.052214,-0.2738285,0.2738285
TRIP10,13.837018,13.564193,-0.27282524,0.27282524
XBP1,8.708324,8.435747,-0.2725773,0.2725773
SAE1,16.298094,16.026073,-0.27202034,0.27202034
EHMT2,18.223204,17.951185,-0.27201843,0.27201843
TMEM165,10.786332,10.514421,-0.27191067,0.27191067
PLTP,6.1333823,5.861543,-0.27183914,0.27183914
TIMM8B,19.9205,19.648863,-0.27163696,0.27163696
AP3D1,16.107712,15.836404,-0.27130795,0.27130795
MID1IP1,20.816534,20.54551,-0.2710247,0.2710247
HNRNPAB,9.929667,9.658744,-0.2709236,0.2709236
PUS1,13.642236,13.37153,-0.27070618,0.27070618
CNBP,13.843855,13.573947,-0.26990795,0.26990795
NUP155,12.946537,12.676767,-0.26976967,0.26976967
PRRC2C,14.59967,14.3299675,-0.2697029,0.2697029
ZNF483,11.574943,11.305521,-0.26942158,0.26942158
NDUFB4,19.265507,18.996761,-0.26874542,0.26874542
ABCE1,10.383356,10.114666,-0.2686901,0.2686901
PRPF19,18.06127,17.792744,-0.26852608,0.26852608
RASGRF2,1.7318996,2.0002513,0.26835167,0.26835167
RERE,19.412563,19.144508,-0.26805496,0.26805496
SEMA6A,17.221842,16.954002,-0.26783943,0.26783943
STAU1,23.878614,23.611403,-0.2672119,0.2672119
PCNA,8.481899,8.215334,-0.26656532,0.26656532
IMPDH2,16.479385,16.213106,-0.26627922,0.26627922
FADS1,14.120363,13.854416,-0.26594734,0.26594734
DNAJC10,20.831045,20.565182,-0.26586342,0.26586342
SLC22A23,7.9476633,7.6818132,-0.26585007,0.26585007
LIMK1,13.409891,13.14418,-0.26571083,0.26571083
HSPA1B,8.47116,8.205606,-0.26555347,0.26555347
PNRC2,12.234964,11.969568,-0.26539612,0.26539612
SMG5,17.975273,17.710054,-0.26521873,0.26521873
INTS6,8.267288,8.002109,-0.26517963,0.26517963
ICMT,14.41843,14.153312,-0.2651186,0.2651186
UGP2,10.409551,10.144732,-0.2648182,0.2648182
PPP2R2A,17.663532,17.39875,-0.26478195,0.26478195
PSMA7,18.288715,18.02396,-0.26475525,0.26475525
THUMPD1,12.268834,12.004096,-0.26473808,0.26473808
SLTM,16.559095,16.294544,-0.26455116,0.26455116
PSMF1,13.082146,12.818151,-0.26399422,0.26399422
EIF1AY,10.683021,10.41922,-0.26380062,0.26380062
RNF4,20.104778,19.841051,-0.2637272,0.2637272
PSPC1,12.196301,11.93274,-0.26356125,0.26356125
SESN1,3.85318,4.116594,0.2634139,0.2634139
SPINT2,23.758408,23.495016,-0.2633915,0.2633915
HIST1H1A,8.708377,8.445152,-0.2632246,0.2632246
EXTL2,10.478835,10.215929,-0.26290607,0.26290607
ARF6,14.603495,14.340639,-0.26285553,0.26285553
SUPT5H,13.715344,13.453443,-0.26190186,0.26190186
TIA1,17.939674,17.677979,-0.26169586,0.26169586
SCGB3A2,12.442189,12.180937,-0.2612524,0.2612524
PSMD1,17.73004,17.468987,-0.2610531,0.2610531
MTA3,23.054249,22.79371,-0.2605381,0.2605381
ZNF587B,7.47687,7.216388,-0.26048183,0.26048183
LARP1,18.294243,18.033943,-0.26029968,0.26029968
SSR2,15.341367,15.081476,-0.25989056,0.25989056
NUP153,14.164947,13.905258,-0.25968838,0.25968838
MT-CO3,4.6926603,4.9522605,0.25960016,0.25960016
PCDH18,5.07062,5.330033,0.25941277,0.25941277
GTF3C1,11.297307,11.038405,-0.2589016,0.2589016
CTNND1,31.037458,30.778725,-0.25873375,0.25873375
LASP1,13.151771,12.893063,-0.258708,0.258708
ANKRD13B,4.7172832,4.458724,-0.25855923,0.25855923
NDUFV2,13.046338,12.78779,-0.25854778,0.25854778
PFDN6,13.978075,13.719706,-0.25836945,0.25836945
SAFB2,10.055113,9.796993,-0.25811958,0.25811958
NDUFAF7,9.378301,9.120248,-0.25805283,0.25805283
DNAJC2,8.764014,8.506218,-0.2577963,0.2577963
STUB1,9.750786,9.493011,-0.25777435,0.25777435
TMEM147,11.203033,10.94528,-0.25775337,0.25775337
SLC6A6,11.207879,10.950475,-0.25740433,0.25740433
EWSR1,11.210917,10.953937,-0.2569809,0.2569809
EIF1B,23.360672,23.103912,-0.25675964,0.25675964
NUP205,19.835943,19.579676,-0.25626755,0.25626755
AATF,8.772632,8.516851,-0.25578022,0.25578022
PLS3,15.24319,14.987662,-0.2555275,0.2555275
SLC25A1,12.920238,12.664746,-0.25549126,0.25549126
PSMA2,13.937815,13.682534,-0.2552805,0.2552805
H3F3A,47.56407,47.308853,-0.2552185,0.2552185
MAEA,13.4068,13.152154,-0.2546463,0.2546463
EIF6,14.60077,14.34621,-0.25456047,0.25456047
LUC7L2,14.870416,14.615947,-0.25446892,0.25446892
XPOT,15.954919,15.700476,-0.25444317,0.25444317
NOL7,10.235933,9.981496,-0.25443745,0.25443745
DSE,6.3601737,6.1057525,-0.25442123,0.25442123
PRDX3,10.13684,9.882548,-0.25429153,0.25429153
RRP36,8.651037,8.39727,-0.253767,0.253767
MAF1,19.840712,19.586994,-0.25371742,0.25371742
FARSB,8.685457,8.431891,-0.2535658,0.2535658
POLR1A,10.63278,10.379252,-0.25352764,0.25352764
SLC25A11,15.534656,15.281178,-0.2534771,0.2534771
LINGO1,13.492325,13.23918,-0.25314522,0.25314522
HDDC2,11.950649,11.69769,-0.25295925,0.25295925
UBN2,7.629846,7.377341,-0.2525053,0.2525053
NDUFB10,12.541571,12.289125,-0.25244522,0.25244522
EIF4E,14.670133,14.417997,-0.25213528,0.25213528
PHGDH,26.872013,26.61996,-0.2520523,0.2520523
STMP1,15.301734,15.050181,-0.25155258,0.25155258
PUF60,13.48795,13.236623,-0.2513275,0.2513275
PRKAR1B,8.408189,8.156878,-0.25131035,0.25131035
IFRD2,11.112244,10.861035,-0.2512083,0.2512083
TRAM1,13.486851,13.236028,-0.25082302,0.25082302
H2AFY2,2.882832,3.1331425,0.25031042,0.25031042
SRPK1,16.988684,16.738777,-0.24990654,0.24990654
EVL,13.099146,12.849801,-0.24934483,0.24934483
PLAA,10.956334,10.707335,-0.24899864,0.24899864
ERI3,11.640166,11.39141,-0.24875641,0.24875641
PRMT1,29.668247,29.419554,-0.24869347,0.24869347
MAP4K4,22.87665,22.628023,-0.24862671,0.24862671
TMEFF1,26.567293,26.31871,-0.24858284,0.24858284
TMEM106C,4.9242196,5.1722145,0.2479949,0.2479949
ZRANB2,11.801263,11.553548,-0.247715,0.247715
TMEM64,3.8310456,4.0787067,0.24766111,0.24766111
USP10,12.898522,12.651015,-0.2475071,0.2475071
PSME4,18.137285,17.889944,-0.24734116,0.24734116
HNRNPF,7.491068,7.2439256,-0.24714231,0.24714231
EPCAM,22.843855,22.596733,-0.24712181,0.24712181
APEX1,15.714978,15.468271,-0.24670696,0.24670696
THYN1,13.358,13.111335,-0.246665,0.246665
PPP3R1,14.915968,14.669541,-0.24642658,0.24642658
MTCH1,17.375708,17.129364,-0.24634361,0.24634361
ZMYM2,18.967152,18.721136,-0.24601555,0.24601555
MCFD2,14.264433,14.018602,-0.24583054,0.24583054
ATP5MD,18.238762,17.993227,-0.2455349,0.2455349
SND1,17.250708,17.005205,-0.24550247,0.24550247
NCOR2,16.341497,16.096134,-0.24536324,0.24536324
EFTUD2,18.699629,18.454716,-0.2449131,0.2449131
PWP1,11.53159,11.286678,-0.24491215,0.24491215
CENPN,18.80396,18.559223,-0.24473763,0.24473763
YARS,11.508278,11.2636795,-0.24459839,0.24459839
RTF1,10.786646,10.542123,-0.24452305,0.24452305
PDZD4,9.556004,9.311507,-0.24449635,0.24449635
PNO1,10.375183,10.130837,-0.24434566,0.24434566
LBR,15.613553,15.369558,-0.24399471,0.24399471
ATP5PB,18.679537,18.436026,-0.2435112,0.2435112
UBE3A,14.726818,14.483383,-0.2434349,0.2434349
PSPH,16.944729,16.701296,-0.243433,0.243433
PRIM1,10.460656,10.217371,-0.24328518,0.24328518
AASS,59.582275,59.339275,-0.24300003,0.24300003
CRLS1,11.221029,10.978219,-0.24281025,0.24281025
INPPL1,3.489601,3.7323277,0.2427268,0.2427268
HMGA2,14.78869,14.546524,-0.24216557,0.24216557
SMIM30,9.751912,9.509893,-0.2420187,0.2420187
TOMM6,12.443289,12.201276,-0.24201298,0.24201298
MYL9,6.968226,7.2101455,0.24191952,0.24191952
NUDT5,17.296574,17.055014,-0.24155998,0.24155998
EIF4E2,12.41107,12.169615,-0.24145508,0.24145508
SUB1,22.968384,22.727036,-0.24134827,0.24134827
IPO11,10.376939,10.13566,-0.24127865,0.24127865
CAMKV,7.192896,6.951763,-0.24113274,0.24113274
H2AFJ,8.154704,7.9135976,-0.24110651,0.24110651
CDH3,11.282429,11.041431,-0.24099731,0.24099731
STC2,9.242718,9.483618,0.24090004,0.24090004
HAUS1,9.748611,9.50878,-0.23983192,0.23983192
KLHDC3,16.408163,16.168354,-0.23980904,0.23980904
C19orf48,10.87775,10.638301,-0.2394495,0.2394495
NEDD8,18.711939,18.472694,-0.23924446,0.23924446
IGF1R,19.298094,19.058931,-0.23916245,0.23916245
NUP88,10.965449,10.7264185,-0.23903084,0.23903084
SLIRP,8.020746,7.7820992,-0.23864698,0.23864698
PHPT1,12.310771,12.549364,0.2385931,0.2385931
DNAJA2,10.851661,10.613265,-0.23839569,0.23839569
METTL26,8.712882,8.475338,-0.23754406,0.23754406
SLC4A7,10.074575,9.837091,-0.23748398,0.23748398
RIDA,7.427782,7.19038,-0.23740196,0.23740196
DEPDC1B,15.767996,15.530789,-0.23720646,0.23720646
PDIA6,8.75241,8.515251,-0.23715878,0.23715878
WDR75,11.541571,11.304434,-0.23713684,0.23713684
HBS1L,26.956648,26.719723,-0.23692513,0.23692513
STOML2,19.843801,19.60707,-0.23673058,0.23673058
PDHA1,18.10428,17.867552,-0.23672867,0.23672867
N4BP2,7.529259,7.2926154,-0.23664379,0.23664379
NT5DC2,46.864025,46.627705,-0.2363205,0.2363205
TIMM10,23.563364,23.327066,-0.2362976,0.2362976
UBE2I,38.56242,38.3263,-0.23611832,0.23611832
FGD1,7.3734283,7.137736,-0.2356925,0.2356925
YWHAE,40.4144,40.178883,-0.2355156,0.2355156
CHORDC1,8.00757,7.7720823,-0.23548794,0.23548794
CPSF2,10.328609,10.093349,-0.23526001,0.23526001
SEC61A1,12.551629,12.316433,-0.23519611,0.23519611
SEPTIN9,15.191849,14.956832,-0.23501682,0.23501682
ORC1,8.851713,8.616798,-0.23491478,0.23491478
PNN,11.3945675,11.159899,-0.23466873,0.23466873
AKAP7,5.1168275,4.882658,-0.23416948,0.23416948
RIPOR2,3.0201697,2.786004,-0.23416567,0.23416567
MED14,9.229647,8.995712,-0.2339344,0.2339344
CENPM,12.049927,11.816496,-0.23343086,0.23343086
SSRP1,20.312212,20.079062,-0.23315048,0.23315048
FAM111B,6.0198293,5.7879047,-0.23192453,0.23192453
CLPTM1L,16.458849,16.227186,-0.23166275,0.23166275
ZNF680,9.984597,9.752961,-0.23163605,0.23163605
RNF7,25.830286,25.598694,-0.23159218,0.23159218
GULP1,15.684724,15.453661,-0.23106289,0.23106289
IMP3,9.476163,9.245149,-0.23101425,0.23101425
DPH5,10.422202,10.191582,-0.23062038,0.23062038
CFDP1,14.4193735,14.649579,0.23020554,0.23020554
HMGN5,10.793168,10.5629635,-0.23020458,0.23020458
TYW3,7.267655,7.037898,-0.22975683,0.22975683
ARRB2,8.664083,8.434393,-0.2296896,0.2296896
CHD8,9.344693,9.116026,-0.22866726,0.22866726
PRPF38B,10.660389,10.431777,-0.22861195,0.22861195
SLC31A1,8.844274,8.615668,-0.22860527,0.22860527
RAB39A,5.3427286,5.1143003,-0.22842836,0.22842836
SKI,13.452798,13.224663,-0.22813511,0.22813511
GNAI3,18.785704,18.557682,-0.22802162,0.22802162
RER1,14.747092,14.519206,-0.2278862,0.2278862
NMT1,12.910415,12.683365,-0.22704983,0.22704983
PHB,12.45188,12.224864,-0.22701645,0.22701645
EXOSC2,7.2932997,7.0664783,-0.22682142,0.22682142
UTP3,7.136997,6.9103646,-0.2266326,0.2266326
TDGF1,5.9825807,5.7563205,-0.22626019,0.22626019
DPH3,17.22708,17.00148,-0.22559929,0.22559929
PSMA4,13.634823,13.409275,-0.22554779,0.22554779
CHERP,12.358655,12.133164,-0.22549057,0.22549057
ETV5,5.660834,5.886208,0.22537422,0.22537422
MTA1,12.10614,11.880784,-0.2253561,0.2253561
DCTN2,9.516633,9.741749,0.22511578,0.22511578
ADD2,13.878903,13.653949,-0.2249546,0.2249546
ARPC4,12.42566,12.200992,-0.2246685,0.2246685
PPHLN1,12.095217,11.870583,-0.22463417,0.22463417
PTDSS1,8.171809,7.9472194,-0.22458982,0.22458982
ARPC5L,16.62246,16.397877,-0.22458267,0.22458267
KCTD3,11.066691,10.842176,-0.22451496,0.22451496
RNF168,8.482685,8.258311,-0.22437382,0.22437382
CYB5B,25.698895,25.47454,-0.22435379,0.22435379
NCLN,8.340764,8.116463,-0.22430134,0.22430134
MARCH7,21.488422,21.264685,-0.22373772,0.22373772
TIMM44,15.63718,15.414086,-0.22309399,0.22309399
TASOR2,7.92917,7.706385,-0.222785,0.222785
PBDC1,8.837333,8.614903,-0.22242928,0.22242928
DAXX,7.329893,7.10779,-0.22210312,0.22210312
CKS1B,38.946198,38.72418,-0.2220192,0.2220192
STRBP,16.345871,16.124071,-0.22179985,0.22179985
MAL2,22.738657,22.516901,-0.22175598,0.22175598
CD2AP,12.946668,12.725135,-0.22153282,0.22153282
POLR3G,14.998428,14.776971,-0.22145748,0.22145748
DAZL,0.19771585,0.41896373,0.22124788,0.22124788
PSMG1,10.343017,10.122443,-0.22057343,0.22057343
GTPBP1,10.580312,10.360345,-0.21996689,0.21996689
ZMYND8,9.561531,9.341622,-0.21990871,0.21990871
SLC7A11,10.794164,11.014069,0.2199049,0.2199049
TMEM63A,3.5632334,3.7831368,0.21990347,0.21990347
LDLR,6.555454,6.335735,-0.21971893,0.21971893
WDR33,13.14957,12.929944,-0.21962643,0.21962643
ESRP1,14.654626,14.435763,-0.21886253,0.21886253
SCG3,13.1901455,12.971311,-0.21883488,0.21883488
GTF3C2,11.385687,11.167169,-0.21851826,0.21851826
PPP2R5E,15.450256,15.231839,-0.21841717,0.21841717
NELFA,9.055899,8.83749,-0.21840858,0.21840858
PALM2-AKAP2,10.037772,9.819511,-0.21826077,0.21826077
SURF4,8.995416,8.7772875,-0.2181282,0.2181282
FAM120AOS,9.233995,9.016089,-0.217906,0.217906
SALL4,10.137468,9.919835,-0.21763325,0.21763325
ZNF22,12.988003,12.770477,-0.21752548,0.21752548
SPCS1,8.938155,8.720809,-0.21734619,0.21734619
POMP,14.727709,14.510571,-0.21713829,0.21713829
PWWP2A,5.68619,5.4691777,-0.2170124,0.2170124
DTYMK,10.006339,9.789357,-0.21698189,0.21698189
TNPO3,7.96283,7.745916,-0.21691418,0.21691418
PDCD6,13.010871,12.794612,-0.216259,0.216259
WFDC2,8.251624,8.035659,-0.21596527,0.21596527
NSMF,12.077693,11.8620405,-0.21565247,0.21565247
TMA7,10.634613,10.418991,-0.21562195,0.21562195
